song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Het grote schetenlied!,False,['De Tekentovenaar'],['4xtMjNeEU9HQewde5V35d6'],[],2022-08-11,,[],[],0.737,0.421,9,-13.159,1,0.19,0.506,2.27e-06,0.246,0.719,120.079,audio_features,02b9f9pECWOyIGdMAGRHLd,spotify:track:02b9f9pECWOyIGdMAGRHLd,https://api.spotify.com/v1/tracks/02b9f9pECWOyIGdMAGRHLd,https://api.spotify.com/v1/audio-analysis/02b9f9pECWOyIGdMAGRHLd,66373,4
Fairy Tale,False,['Seori'],['2bWTIIQP9zaVc55RaMGu7e'],['korean r&b'],2020-05-12,"Dreams are bound to break Why didn't I know that? Life hastens me Answerin' what? Answerin' what? Hide me inside myself I'm afraid I'll drown River of fear Answerin' what? Answerin' what? Why is hope evil and sweet? I'm always fooled, your lies Veiled in a smile and hug I can't stop headin' to the end Why do you leave? I'm alone Everythin' is repeated again and again And I'm goin' down Why did I believe, believe your love? I had a dream without even knowin' Lost in the waves, but now I know It's just a fairy tale Who's knockin' on my door? You know I can't stop What do you want And answerin' what? I, I don't need anymore Talk to myself and Please don't ask me Answerin' what? Answerin' what? Why is hope evil and sweet? I'm always fooled, your lies Can't take my eyes off you Even though I know everythin' Why do you leave? I'm alone Everythin' is repeated again and again And I'm goin' down Why did I believe, believe your love? I had a dream without even knowin' Lost in the waves, but now I know It's just a fairy tale ♪ Why do you leave? I'm alone Everythin' is repeated again and again And I'm goin' down Why did I believe, believe your love? I had a dream without even knowin' Lost in the waves, but now I know It's just a fairy tale ","[0, 0, 0.9320269823074341, 0, 0, 0, 0]",['en'],0.445,0.456,6,-8.05,0,0.302,0.294,0.000178,0.179,0.13,189.96,audio_features,02bKxwW9XY9LElj0TqDK6S,spotify:track:02bKxwW9XY9LElj0TqDK6S,https://api.spotify.com/v1/tracks/02bKxwW9XY9LElj0TqDK6S,https://api.spotify.com/v1/audio-analysis/02bKxwW9XY9LElj0TqDK6S,217947,3
Gad,False,"['Voyage', 'Nucci']","['7aASXckUdNXJ5X338n8C1D', '3YNm5MBjwq1QDeKQJq7wze']","['turbo folk', 'turbo folk']",2022-05-07,"Gradom hoda polugola kad partija Meni leži tama kao tebi svila ""Nisam takva"", znam da to je rekla svima A loži je krivina, kaže ""Napravi mi sina"" A ja sanjo da vozim Lambo novi Njena guza sva u Fashion Novi Nije mala, njeni su joj strogi Čujem kada smo u sobi Tako slatku ja odvedem je na stranu Da joj kažem jednu tajnu malu Nekad desi se da jebem dve u danu Jednu u BG-u, ali drugu u Luganu Nosi moje stvari, ti prelepa si, bani Pokaži mi šta radiš kad priđem ti ""Nismo više mali"", to kaže kad smo sami Dok vozi me ko Rari, ja kažem joj ""Whoa"" Ali mene briga što si sam Da si barem tu na dan, da ti priznam da si gad Niko ne zna ono što ti znaš, zato dođi da mi daš Druge nikad nisam volela Ali mene briga što si sam Da si barem tu na dan, da ti priznam da si gad Niko ne zna ono što ti znaš, zato dođi da mi daš Druge nikad nisam volela Gradom hoda polugola, gde si bila? Jaka riba, mala liči na kriminal Dušu kida ona haljine dok skida Na zlo me tera ko dva grama kokaina A da nisi sama, ja to znam, da l' bi htela da ti dam? Bebo, reci mi šta osećaš Da je pitam, ""Draga, šta ćeš sad kad ti kažu da sam gad?"" Biće luda noć, predosećam Ova mala razbija Noću kada kukove mi savija Ma nije neka razlika Bebo, sve si lepša što si starija Ali mene briga što si sam Da si barem tu na dan, da ti priznam da si gad Niko ne zna ono što ti znaš, zato dođi da mi daš Druge nikad nisam volela Ali mene briga što si sam Da si barem tu na dan, da ti priznam da si gad Niko ne zna ono što ti znaš, zato dođi da mi daš Druge nikad nisam volela ","[0, 0, 0.4244624972343445, 0, 0, 0, 0]","['sr', 'hr']",0.447,0.532,5,-9.231,0,0.389,0.042,5.27e-05,0.523,0.364,84.722,audio_features,02eHtj2HTytLQLNkMZGDwp,spotify:track:02eHtj2HTytLQLNkMZGDwp,https://api.spotify.com/v1/tracks/02eHtj2HTytLQLNkMZGDwp,https://api.spotify.com/v1/audio-analysis/02eHtj2HTytLQLNkMZGDwp,161647,4
F*CK MINA OPPS,True,['25'],['0LVDX2sdKpfXwVmy52HLAc'],[],2022-03-02,"Valsta (E-E-Elevate) Valsta, yeah yeah, ey Valsta, Valsta, yeah, yeah, yeah (WG Beats) 25, 25, boom-pow Ey, ey, ey, ey (pow) Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla (boom-pow) Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah Yeah, yah-ah Snart jag är hetast in the town Han snackar hundra-mundra, han är clown Fuck imorn, vi kör right now, yeah, yeah Shh fick sitt, han blev lackad Så mycket buntar vi har stackat Ni är elever, jag är rektorn, ni ska läras Om du hållt det, klart att du bannas, yeah Så död för akhi, målar din trakt Boy them beat this case hade nedlagt (boom-pow) Sikta huvud, inte bena (yah) Han är bara live på sin lena (pow) Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla (boom-pow) Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah yeah Så död för akhi, målar din trakt (moneys) Boy them beat this case hade nedlagt (boom-pow) Sikta huvud, inte bena Han är bara live på sin lena Yeah, yeah, yeah, yeah Han är ingenting för mig, han är ingenting för mig Är du här för cash och fame? Är du här för cash och fame? Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah Ey, fuck mina opps, mannen, knulla er alla (fuck er) Riskera två år om de söker i min bralla (boom-pow) Det kan va juni men ändå vi är kalla (prr) Strapped här med min gun, ah, strapped här med min gun, ah Yeah, yah-ah 25, 25, boom-pow ","[0.4760589003562927, 0, 0, 0, 0, 0, 0]",['sv'],0.801,0.501,3,-10.318,0,0.247,0.0654,0.0,0.109,0.548,99.915,audio_features,02g6wZQZ0cByIqVgjSHBzy,spotify:track:02g6wZQZ0cByIqVgjSHBzy,https://api.spotify.com/v1/tracks/02g6wZQZ0cByIqVgjSHBzy,https://api.spotify.com/v1/audio-analysis/02g6wZQZ0cByIqVgjSHBzy,144000,4
Dobar Znak (Talijaneza),False,['Urban & 4'],['23UBgb7VM6HHCVG7tTYsH7'],"['croatian indie', 'yugoslav rock']",2021-09-02,"Skupljam stolice po gradu Slažem jednu na drugu Pa, bojim se, ako skočim Da ostati ću letjeti zauvijek Dajem jedan komad neba Da se nađe život ispod njega O, prozore noćima grane kucaju i mole Sanjaj, mali, opet nju Ničega me više nije sram Prolazim kroz ljude kao zrak Ničega me više nije sram Smijem se, to je dobar znak A u mome naručju Još gnijezdo čeka te Za male pare divan život sanjamo Neki skupljaju zlato A mi drugi, skupljamo priče O prozore noćima grane kucaju i mole Sanjaj, mali, opet nju Ničega me više nije sram Prolazim kroz ljude kao zrak Ničega me više nije sram Smijem se, to je dobar znak A u mome naručju Još gnijezdo čeka te Za male pare divan život sanjamo ♪ Ničega me više nije sram Prolazim kroz ljude kao zrak Ničega me više nije sram Smijem se, to je dobar znak A u mome naručju Još gnijezdo čeka te Za male pare divan život sanjamo ","[0, 0, 0.549173891544342, 0, 0, 0, 0]","['hr', 'sh', 'sr']",0.572,0.79,0,-6.107,1,0.0374,0.0858,1.27e-05,0.157,0.356,118.016,audio_features,02jaX9FI4WqtAKxYXKRY6F,spotify:track:02jaX9FI4WqtAKxYXKRY6F,https://api.spotify.com/v1/tracks/02jaX9FI4WqtAKxYXKRY6F,https://api.spotify.com/v1/audio-analysis/02jaX9FI4WqtAKxYXKRY6F,284093,4
Краш,False,"['Klava Koka', 'NILETTO']","['1I8cwnCuQZfi6C1eZVrRIF', '7wHvox8DtmBBPpDFRVURv4']","['russian dance pop', 'russian pop', 'russian dance', 'russian pop']",2020-06-10,"Ты, ты, ты мне не враг, а-а-а Но с тобой не дружу, у-у-у Я твой личный маньяк, а-а-а Я тебя придушу, я тебя придушу Ты мой краш Либо я, либо никто — это шантаж Я приду одна, я знаю твой этаж Покушаюсь на тебя, ведь твой типаж — (Пох, пох) Ограниченный тираж Мы с тобой, boy Поиграем, но не в консоль И ты мой, мой Ты мой сахар, и в этом соль Да, любовь — боль Ведь опасно быть не со мной Между нами бой, но... Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной Без тебя мне не жить Я могу убежать Ты меня привяжи Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной И останешься жив Я могу убежать Ты меня привяжи Странно, ты себя привезла Вставай, ха, я тебя привязал Я твой самый близкий boy Это ближний морской бой Один Б попала, ой! Ты, ты, ты мне не враг Мой любимый мультфильм Тебе не убежать Моя Эйприл О'Нил Сара Коннор во снах Я к тебе приходил Я твой жидкий металл И я тебя растворил (Ла-ла-ла-ла-ла) Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной И останешься жив Я могу убежать Ты меня привяжи Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной Без тебя мне не жить Я могу убежать Ты меня привяжи Ты, ты, ты мне не враг, а-а-а Но с тобой не дружу, у-у-у Я твой личный маньяк, а-а-а Я тебя придушу, я тебя придушу Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной И останешься жив Я могу убежать Ты меня привяжи Ты, ты, ты мне не враг Но с тобой не дружу Я твой личный маньяк Я тебя придушу Ты, ты будешь со мной Без тебя мне не жить Я могу убежать Ты меня привяжи Ла-ла-ла-ла-ла, а-а-а, а-а-а Ла-ла-ла-ла-ла, а-а-а, а-а-а Ла-ла-ла-ла-ла, а-а-а, а-а-а Ла-ла-ла-ла-ла Ла-ла-ла Ла-ла-ла-ла-ла ","[0, 0, 0, 0, 0.45845380425453186, 0, 0]",['ru'],0.853,0.721,1,-4.554,0,0.113,0.171,0.00196,0.403,0.685,149.947,audio_features,02mPTM1usfKo8tsTGEJuuk,spotify:track:02mPTM1usfKo8tsTGEJuuk,https://api.spotify.com/v1/tracks/02mPTM1usfKo8tsTGEJuuk,https://api.spotify.com/v1/audio-analysis/02mPTM1usfKo8tsTGEJuuk,171200,4
Ohana mau loa,False,['Gianna'],['4cf6arZjNqvmsjNXXZ7I7X'],[],2023-05-29,,[],[],0.579,0.446,1,-8.49,0,0.0962,0.00844,0.928,0.128,0.201,180.051,audio_features,02mxK7s2ttOdFsdrQFVgCI,spotify:track:02mxK7s2ttOdFsdrQFVgCI,https://api.spotify.com/v1/tracks/02mxK7s2ttOdFsdrQFVgCI,https://api.spotify.com/v1/audio-analysis/02mxK7s2ttOdFsdrQFVgCI,128000,4
ANOTHER LOVE,True,['ALVIN STAR'],['6RwwrEniKycgbmefdr1aGT'],[],2023-04-29,,[],[],0.428,0.61,4,-6.916,0,0.051,0.344,0.0,0.0884,0.231,119.636,audio_features,02nJ7uMj2j0tKH0almkF7P,spotify:track:02nJ7uMj2j0tKH0almkF7P,https://api.spotify.com/v1/tracks/02nJ7uMj2j0tKH0almkF7P,https://api.spotify.com/v1/audio-analysis/02nJ7uMj2j0tKH0almkF7P,245902,4
METAMORPHOSIS - Slowed + Reverb,True,['INTERWORLD'],['5hKGLu4Ik88FzWcTPhWNTN'],['phonk brasileiro'],2022-06-24,"I'ma pimp hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll, other hoe just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this I'ma pimp hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a forеign chick Bankroll, other hoe just a victim that I chose Have you suckin' 'til it's swolе, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this ♪ I'ma pimp hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll, other hoe just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this I'ma pimp hoes fallin' for this pimpin' rap game Slowly hit the tempo, just enough to keep these bitches tame Makin' fame off a nigga dick, bitches suckin' dick Make it quick, off my dick, yeah, I took a foreign chick Bankroll, other hoe just a victim that I chose Have you suckin' 'til it's swole, I be bonin' other hoes Niggas wanna learn the game, but keep talkin' shit I'll be forced to trash 'em, may the best man win this ","[0, 0, 0, 0, 0.5432373881340027, 0, 0]",['en'],0.67,0.503,1,-13.974,1,0.0582,0.681,0.9,0.115,0.218,145.012,audio_features,02oUvHd9QhVUO4YYb7t9JM,spotify:track:02oUvHd9QhVUO4YYb7t9JM,https://api.spotify.com/v1/tracks/02oUvHd9QhVUO4YYb7t9JM,https://api.spotify.com/v1/audio-analysis/02oUvHd9QhVUO4YYb7t9JM,172220,4
Glimmer of hope,False,['Tevvez'],['3ZaPFQ05J5qSM5I3Smbp44'],['gym hardstyle'],2020-02-14,,[],[],0.39,0.568,4,-8.439,0,0.0288,0.147,0.945,0.162,0.0371,145.065,audio_features,02p8XmQFdXsIlJ5x7kUjx6,spotify:track:02p8XmQFdXsIlJ5x7kUjx6,https://api.spotify.com/v1/tracks/02p8XmQFdXsIlJ5x7kUjx6,https://api.spotify.com/v1/audio-analysis/02p8XmQFdXsIlJ5x7kUjx6,176280,4
Fire Again,False,"['VALORANT', 'Ashnikko']","['3wrFoI9EVjWg6m8xXeWr5t', '3PyJHH2wyfQK3WZrk9rpmP']","['video game music', 'alt z', 'escape room']",2022-08-22,"Am I learning my lesson Never runnin' from wreckage When it's gettin' too close? A million reasons to turn A million ways to get burned And still inside it, I go I'm caught inside the fire again I'm caught inside the fire again ♪ Follow me into the depths of hell Maybe we're already in it and too close to tell In another life, we might be playing it safe But not here, we fear none, we're playing with fate Don't bе fooled or mistaken by my angel facе I'm just a hothead, looking for a reason to break I'm the wizard of death, I'll come and visit you next Whisper my name, on an exhale, your very last breath I'm caught inside the fire again I'm caught inside the fire again The fire again I'm caught inside of the fire again I'm caught inside of the fire again Follow me into the depths of hell Maybe we're already there and too close to tell In another life, we might be playing it safe But not here, we fear none, we're playing with fate Don't be fooled or mistaken by my angel face I'm just a hothead, looking for a reason to break I'm the wizard of death, I'll come and visit you next Whisper my name, on an exhale, your very last breath I'm caught inside the fire again I'm caught inside the fire again The fire again The fire again ♪  I'm the wizard of death, I'll come and visit you next Whisper my name, on an exhale, your very last (breath) ","[0, 0, 0.9657153487205505, 0, 0, 0, 0]",['en'],0.516,0.789,0,-3.678,1,0.163,0.000522,0.00206,0.289,0.266,99.998,audio_features,02rlJHfeHfAe7ozTFnDbGi,spotify:track:02rlJHfeHfAe7ozTFnDbGi,https://api.spotify.com/v1/tracks/02rlJHfeHfAe7ozTFnDbGi,https://api.spotify.com/v1/audio-analysis/02rlJHfeHfAe7ozTFnDbGi,206777,4
Nevada,False,"['Vicetone', 'Cozi Zuehlsdorff']","['0daugAjUgbJSqdlyYNwIbT', '5wMfct6VVvaVQ8xGCXxIUa']","['edm', 'electro house', 'pop dance', 'progressive electro house']",2016-06-24,"I've been painting every fence I know Every color bleeds into the same 'Cause before you go and walk away Yeah, you better know where you're going Hey ya, hey ya You're a wanderer, just like me Hey ya, hey ya Yeah, you better know where you're going ♪ Yeah, you better know where you're going ♪ I've been painting every fence I know Every color bleeds into the same 'Cause before you go and walk away Yeah, you better know where you're going Hey ya, hey ya You're a wanderer just like me Hey ya, hey ya Yeah, you better know where you're going ♪ (You're a wanderer just like me) ♪ Yeah, you better know where you're going Hey ya, hey ya You're a wanderer just like me Hey ya, hey ya Yeah, you better know where you're going ♪ Yeah, you better know where you're going ♪ Yeah, you better know where you're going You're a wanderer just like me ♪ Yeah, you better know where you're going ♪ You're a wanderer just like me ","[0, 0, 0, 0, 0.5131456851959229, 0, 0]",['en'],0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,audio_features,02shCNmb6IvgB5jLqKjtkK,spotify:track:02shCNmb6IvgB5jLqKjtkK,https://api.spotify.com/v1/tracks/02shCNmb6IvgB5jLqKjtkK,https://api.spotify.com/v1/audio-analysis/02shCNmb6IvgB5jLqKjtkK,208562,4
An M' Akous,False,['Giorgos Mazonakis'],['1gyBRbQACz4JJX2HRROigK'],"['greek pop', 'laiko']",2019-05-05,Στο σεντόνι του ουρανού Και το φως του δειλινού Φέγγει αρρωστιάρικο Φέρνει εικόνες σου γυμνές Τι σου είναι αυτό το χθες Πάντα μαρτυριάρικο Πίνω μια γουλιά καφέ Ρίχνω στα άχρωμα εφέ Και φαντασιώνομαι Μια θλιμμένη μουσική Και μια κρύπτη μυστική Που μαζί σου ενώνομαι Σαν του Χριστού τα πάθη Ο έρωτας αυτός Ποια ασχήμια σου' χει μάθει Να είσαι εαυτός Που την ομορφιά ξεγράφει Αν μ' ακούς δεν είναι αργά Του σπιτιού σου τα κλειδιά Στο λαιμό μου κρέμονται Αν μ' ακούς σε συγχωρώ Όσα σταύρωσες εδώ Πάλι ανασταίνονται Αν μ' ακούς δεν είναι αργά Του σπιτιού σου τα κλειδιά Στο λαιμό μου κρέμονται Αν μ' ακούς σε συγχωρώ Όσα σταύρωσες εδώ Πάλι ανασταίνονται ♪ Σε σκιές που περπατάς Με μισείς και μ' αγαπάς Και τα δυο ταυτόχρονα Και θηλιά μου στο λαιμό Το σεντόνι το διπλό Που για σένα το έστρωνα Σαν του Χριστού τα πάθη Ο έρωτας αυτός Ποια ασχήμια σου' χει μάθει Να είσαι εαυτός Που την ομορφιά ξεγράφει Αν μ' ακούς δεν είναι αργά Του σπιτιού σου τα κλειδιά Στο λαιμό μου κρέμονται Αν μ' ακούς σε συγχωρώ Όσα σταύρωσες εδώ Πάλι ανασταίνονται Αν μ' ακούς δεν είναι αργά Του σπιτιού σου τα κλειδιά Στο λαιμό μου κρέμονται Αν μ' ακούς σε συγχωρώ Όσα σταύρωσες εδώ Πάλι ανασταίνονται ♪ Αν μ' ακούς δεν είναι αργά Του σπιτιού σου τα κλειδιά Στο λαιμό μου κρέμονται Αν μ' ακούς σε συγχωρώ Όσα σταύρωσες εδώ Πάλι ανασταίνονται ,"[0, 0, 0, 0, 0.3987792134284973, 0, 0]",['el'],0.393,0.834,4,-6.244,0,0.07,0.161,0.0,0.124,0.331,111.987,audio_features,02taeXGFYC32WRWZrbRwPX,spotify:track:02taeXGFYC32WRWZrbRwPX,https://api.spotify.com/v1/tracks/02taeXGFYC32WRWZrbRwPX,https://api.spotify.com/v1/audio-analysis/02taeXGFYC32WRWZrbRwPX,260185,5
Até Que Durou - Ao Vivo,False,['Péricles'],['6gEzJZrbm0F4ihvE9iXR9z'],"['pagode', 'pagode novo']",2018-06-15,"Tentei fazer valer a pena Passei por cima dos problemas Achei que eu era o bastante Mas não fui pra você Tentei ser um cara perfeito Eu fiz as coisas do seu jeito Queria ser mais importante Mas não fui pra você Até que durou, me diz o porquê Perdeu tanto tempo aqui Te faço um favor, melhor eu sumir Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que eu senti amor Que pena, só eu senti amor O que faço com os planos dos próximos anos Juro que não sei Só sei que eu senti amor Que pena, só eu senti amor Só eu senti amor Yeah, yeah Tentei ser um cara perfeito Eu fiz as coisas do seu jeito Queria ser mais importante Mas não fui pra você, yeah Até que durou, me diz o porquê Perdeu tanto tempo aqui Te faço um favor, melhor eu sumir Yeah, yeah, yeah Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que eu senti amor Que pena, só eu senti amor (vem, vem) O que faço com os planos dos próximos anos Juro que não sei Só sei que eu senti amor Que pena, só eu senti amor Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que eu senti amor Que pena, só eu senti amor O que faço com os planos dos próximos anos Juro que não sei Só sei que eu senti amor Que pena, só eu senti amor Só eu (só eu) senti amor Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que eu senti amor Que pena, só eu senti amor O que faço com os planos dos próximos anos Juro que não sei Só sei que eu senti amor Que pena, só eu senti amor Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que (eu senti amor) Que pena, só (eu senti amor) O que faço com os planos dos próximos anos Juro que não sei Só sei que eu senti amor Que pena, só (eu senti amor) tá lindo! Fui mais um nas suas mãos Não sei se por carência ou falta de opção Só sei que (eu senti amor) Que pena, só (eu senti amor) O que faço com os planos dos próximos anos Juro que não sei Só sei que (eu senti amor) Que pena, só eu senti amor Só eu senti amor ","[0, 0, 0, 0.42343735694885254, 0, 0, 0]",['pt'],0.477,0.715,4,-5.524,0,0.0435,0.576,0.0,0.736,0.597,136.155,audio_features,02uGRWxlEIbpdypNUvJoXm,spotify:track:02uGRWxlEIbpdypNUvJoXm,https://api.spotify.com/v1/tracks/02uGRWxlEIbpdypNUvJoXm,https://api.spotify.com/v1/audio-analysis/02uGRWxlEIbpdypNUvJoXm,313855,4
BABYDOLL X The Perfect Girl,True,['fam0uz'],['5L9XA5GDsOOKNZfeOO8lmo'],[],2022-11-18,"Call me Babydoll Darling, I'm fallin' Fucked up over you Bite me, bruise me Leave me like you do Darling, I'm callin' Lay me in my tomb (In my tomb) Call me Babydoll Come break down these walls Don't leave me alone Call me Babydoll Too cold, it's withdrawal This house ain't a home ♪ Oh, father, forgive me For all my sins When I meet your eyes The Devil, he wins Blinded by your lies But I play pretend (Play pretend) Call me babydoll Come break down these walls Don't leave me alone Call me babydoll Too cold, it's withdrawal This house ain't a home Wrapped around your finger Wish your tongue would linger I need your warmth Just to stay high Now, you're holdin' me down I scream but make no sound Nothin' to hold My hands are tied Call me babydoll Come break down these walls Don't leave me alone Call me babydoll Too cold, it's withdrawal This house ain't a home ♪ This house ain't a home ","[0, 0, 0.5541267991065979, 0, 0, 0, 0]",['en'],0.631,0.667,3,-7.259,0,0.041,0.00167,0.00143,0.596,0.709,119.933,audio_features,02x1qzpnBEEY3z7DD1VVoP,spotify:track:02x1qzpnBEEY3z7DD1VVoP,https://api.spotify.com/v1/tracks/02x1qzpnBEEY3z7DD1VVoP,https://api.spotify.com/v1/audio-analysis/02x1qzpnBEEY3z7DD1VVoP,134284,4
Driftveil City,False,['Kunning Fox'],['3RghLagVWsyJ69agzOVeDn'],['otacore'],2021-02-21,,[],[],0.65,0.763,10,-10.347,0,0.0345,0.00439,0.812,0.177,0.967,135.049,audio_features,02xc7NHhy9cO52dWX3ufXM,spotify:track:02xc7NHhy9cO52dWX3ufXM,https://api.spotify.com/v1/tracks/02xc7NHhy9cO52dWX3ufXM,https://api.spotify.com/v1/audio-analysis/02xc7NHhy9cO52dWX3ufXM,97000,4
Gibson Girl,True,['Ethel Cain'],['0avMDS4HyoCEP6RqZJWpY2'],"['indie pop', 'modern dream pop']",2022-05-12,"You wanna love me right now You wanna get alone with me You wanna get my clothes off And hurt me  You came alone to me From however far away Asking me to know how I know You're all the same  Black leather and dark glasses Pourin' another while I shake my ass He's cold-blooded so it takes more time to bleed ♪ Obsession with the money, addicted to the drugs Says he's in love with my body, that's why he's fucking it up And then he says to me ""Baby, if it feels good, then it can't be bad"" Where I can be immoral in a stranger's lap And if you want it good, downright iconic Something they all want that only you can have ♪ You wanna fuck me right now You wanna see me on my knees You wanna rip these clothes off And hurt me ♪ And if you hate me Please don't tell me Just let the lights bleed All over me And if it feels good, then it can't be bad  Where I can be immoral in a stranger's lap  And if you want it good, downright iconic Then I would show you something that you wish you had ♪ And if it feels good, then it can't be bad  Where I can be immoral in a stranger's lap And if you want it good, downright iconic  Then I would show you something that you wish you had ♪ You wanna love me right now You wanna love me right now You wanna fuck me right now You wanna- You wanna love me right now You wanna love me right now You wanna fuck me, fuck me You wanna love me, love me You wanna- ","[0, 0, 0.8067306280136108, 0, 0, 0, 0]",['en'],0.287,0.429,2,-9.173,1,0.0309,0.00451,0.063,0.11,0.102,104.0,audio_features,02yzNsWcv7BtITeIoIqeVU,spotify:track:02yzNsWcv7BtITeIoIqeVU,https://api.spotify.com/v1/tracks/02yzNsWcv7BtITeIoIqeVU,https://api.spotify.com/v1/audio-analysis/02yzNsWcv7BtITeIoIqeVU,342100,4
Neele Neele Ambar Par - Male Version,False,"['Kalyanji-Anandji', 'Kishore Kumar']","['7pWXlTjky0KXWgbdZi9ebq', '0GF4shudTAFv8ak9eWdd4Y']","['classic bollywood', 'filmi', 'classic bollywood', 'filmi']",1983-06-10,"नीले-नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाए ऐसा कोई साथी हो, ऐसा कोई प्रेमी हो प्यास दिल की बुझा जाए ♪ नीले-नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाए ऐसा कोई साथी हो, ऐसा कोई प्रेमी हो प्यास दिल की बुझा जाए नीले-नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाये ♪ हो, ऊँचे-ऊँचे पर्वत जब चूमते है अंबर को प्यासा-प्यासा अंबर जब चूमता है सागर को ऊँचे-ऊँचे पर्वत जब चूमते है अंबर को प्यासा-प्यासा अंबर जब चूमता है सागर को प्यार से कसने को, बाहों में बसने को दिल मेरा ललचाए, कोई तो आ जाए ऐसा कोई साथी हो, ऐसा कोई प्रेमी हो प्यास दिल की बुझा जाए नीले नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाए ♪ हो, ठंडे-ठंडे झोंके जब बालों को सहलाएँ तपती-तपती किरणें, जब गालों को छू जाएँ ठंडे-ठंडे झोंके जब बालों को सहलाएँ तपती-तपती किरणें जब गालों को छू जाएँ साँसों की गरमी को, हाथों की नरमी को मेरा मन तरसाए, कोई तो छू जाए ऐसा कोई साथी हो, ऐसा कोई प्रेमी हो प्यास दिल की बुझा जाए नीले-नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाए ♪ हे, छम-छम करता सावन बूँदों के बाण चलाए सतरंगी बरसातों में जब तन-मन भीगा जाए छम-छम करता सावन बूँदों के बाण चलाए सतरंगी बरसातों में जब तन-मन भीगा जाए प्यार में नहाने को, डूब ही जाने को दिल मेरा तड़पाए, ख्वाब जगा जाए ऐसा कोई साथी हो, ऐसा कोई प्रेमी हो प्यास दिल की बुझा जाए नीले-नीले अंबर पर, चाँद जब आए प्यार बरसाए, हमको तरसाए ला, ला-ला-ला ला, ला-ला-ला ला, ला-ला-ला ला, ला-ला-ला-ला ","[0, 0, 0, 0, 0.5874969959259033, 0, 0]","['hi', 'mr']",0.562,0.696,0,-7.612,1,0.0397,0.628,0.0,0.172,0.722,93.801,audio_features,02zPo0Dt0R4TTFY5zLJZnK,spotify:track:02zPo0Dt0R4TTFY5zLJZnK,https://api.spotify.com/v1/tracks/02zPo0Dt0R4TTFY5zLJZnK,https://api.spotify.com/v1/audio-analysis/02zPo0Dt0R4TTFY5zLJZnK,320000,4
